EmpID,Name,Age,Department,JobRole,EducationField,Attrition,YearsAtCompany,WorkLifeBalance,EmployeeStatus,JoiningDate,ManagerName,Location,PhoneNumber,email,MonthlyIncome
345,Employee_345,30,Sales,Sales Executive,Marketing,Yes,6,2,Active,1/2/2010,Diana Green,Chicago,-889,user345@example.com,96105
346,Employee_346,30,Research & Development,Research Scientist,Medical,No,10,3,Resigned,1/10/2011,Bob Smith,San Francisco,-897,user346@example.com,81885
347,Employee_347,30,Sales,Sales Executive,Marketing,No,10,3,On Leave,5/29/2016,Alice Johnson,San Francisco,-912,user347@example.com,66631
348,Employee_348,30,Sales,Sales Executive,Technical Degree,No,2,4,Active,12/19/2020,Diana Green,Chicago,-951,user348@example.com,102991
349,Employee_349,30,Sales,Sales Representative,Technical Degree,No,1,3,Resigned,5/11/2018,Charlie Davis,Chicago,-888,user349@example.com,34014
350,Employee_350,30,Research & Development,Research Scientist,Technical Degree,Yes,1,3,Active,9/23/2022,Bob Smith,New York,-931,user350@example.com,41093
351,Employee_351,30,Sales,Sales Executive,Technical Degree,No,5,3,Active,6/23/2016,Charlie Davis,Austin,-892,user351@example.com,48070
352,Employee_352,30,Research & Development,Manufacturing Director,Life Sciences,No,5,3,On Leave,3/6/2014,Charlie Davis,San Francisco,-867,user352@example.com,65777
353,Employee_353,30,Research & Development,Laboratory Technician,Life Sciences,No,5,1,On Leave,4/4/2022,Alice Johnson,Austin,-882,user353@example.com,86958
354,Employee_354,30,Sales,Sales Executive,Other,No,9,3,Active,7/5/2014,Diana Green,San Francisco,-898,user354@example.com,112074
355,Employee_355,30,Research & Development,Laboratory Technician,Medical,No,11,2,Active,1/14/2010,Alice Johnson,San Francisco,-874,user355@example.com,40729
356,Employee_356,30,Sales,Sales Representative,Marketing,No,3,3,On Leave,8/5/2022,Alice Johnson,Austin,-908,user356@example.com,75017
357,Employee_357,30,Sales,Sales Representative,Life Sciences,Yes,1,4,Resigned,3/28/2016,Alice Johnson,Chicago,-913,user357@example.com,96320
358,Employee_358,30,Research & Development,Research Scientist,Medical,No,1,3,On Leave,8/22/2018,Charlie Davis,New York,-904,user358@example.com,57751
359,Employee_359,30,Sales,Sales Executive,Marketing,No,8,2,Active,5/10/2010,Alice Johnson,San Francisco,-907,user359@example.com,108069
360,Employee_360,30,Research & Development,Laboratory Technician,Life Sciences,No,2,3,Resigned,6/11/2020,Alice Johnson,Chicago,-891,user360@example.com,84748
361,Employee_361,30,Research & Development,Manufacturing Director,Medical,No,0,2,Active,10/22/2018,Diana Green,San Francisco,-915,user361@example.com,35801
362,Employee_362,30,Research & Development,Research Scientist,Life Sciences,No,5,2,Resigned,1/17/2018,Diana Green,New York,-890,user362@example.com,49190
363,Employee_363,30,Sales,Sales Executive,Other,No,8,4,Active,10/3/2020,Alice Johnson,San Francisco,-889,user363@example.com,79689
364,Employee_364,30,Research & Development,Research Scientist,Life Sciences,Yes,5,3,Resigned,8/3/2015,Diana Green,New York,-878,user364@example.com,80993
365,Employee_365,30,Research & Development,Research Director,Life Sciences,No,8,2,Resigned,1/28/2010,Diana Green,New York,-925,user365@example.com,59592
366,Employee_366,30,Research & Development,Laboratory Technician,Medical,Yes,3,3,Active,10/15/2015,Alice Johnson,San Francisco,-872,user366@example.com,40647
367,Employee_367,30,Research & Development,Manufacturing Director,Other,No,6,2,Resigned,6/6/2013,Charlie Davis,San Francisco,-922,user367@example.com,38716
368,Employee_368,30,Sales,Sales Executive,Marketing,No,10,3,On Leave,12/5/2021,Alice Johnson,New York,-901,user368@example.com,118891
369,Employee_369,30,Sales,Sales Executive,Life Sciences,No,4,3,Active,8/9/2015,Diana Green,Chicago,-910,user369@example.com,117545
370,Employee_370,30,Research & Development,Laboratory Technician,Life Sciences,No,10,2,On Leave,6/22/2022,Charlie Davis,Austin,-885,user370@example.com,119912
371,Employee_371,30,Research & Development,Research Scientist,Medical,No,11,3,Active,1/6/2021,Bob Smith,New York,-930,user371@example.com,100316
372,Employee_372,30,Research & Development,Manufacturing Director,Medical,No,8,3,Resigned,1/14/2022,Charlie Davis,San Francisco,-873,user372@example.com,32368
373,Employee_373,30,Research & Development,Laboratory Technician,Technical Degree,No,9,3,Resigned,3/29/2019,Diana Green,San Francisco,-881,user373@example.com,107575
374,Employee_374,30,Research & Development,Manager,Medical,No,9,3,Resigned,6/29/2019,Charlie Davis,Chicago,-879,user374@example.com,36655
375,Employee_375,30,Sales,Sales Executive,Marketing,No,3,3,Active,6/9/2018,Alice Johnson,Austin,-941,user375@example.com,100031
376,Employee_376,30,Sales,Sales Executive,Life Sciences,No,2,2,On Leave,5/6/2020,Bob Smith,New York,-952,user376@example.com,106429
377,Employee_377,30,Research & Development,Research Scientist,Technical Degree,No,1,2,On Leave,9/22/2011,Bob Smith,New York,-880,user377@example.com,117922
378,Employee_378,30,Human Resources,Human Resources,Life Sciences,No,5,4,Active,9/27/2010,Bob Smith,Austin,-931,user378@example.com,85766
379,Employee_379,30,Sales,Sales Executive,Life Sciences,Yes,10,3,Active,3/24/2017,Diana Green,New York,-897,user379@example.com,43403
380,Employee_380,30,Sales,Sales Executive,Technical Degree,No,4,3,On Leave,6/17/2015,Diana Green,Austin,-952,user380@example.com,62097
381,Employee_381,30,Research & Development,Research Scientist,Medical,No,6,2,On Leave,12/1/2017,Bob Smith,San Francisco,-928,user381@example.com,108657
382,Employee_382,30,Research & Development,Research Scientist,Life Sciences,No,10,2,On Leave,5/26/2019,Charlie Davis,Austin,-951,user382@example.com,40966
383,Employee_383,30,Research & Development,Research Scientist,Technical Degree,No,9,3,On Leave,7/4/2013,Bob Smith,New York,-916,user383@example.com,82921
384,Employee_384,30,Human Resources,Human Resources,Human Resources,Yes,4,2,Active,6/18/2016,Charlie Davis,Austin,-890,user384@example.com,79726
385,Employee_385,30,Sales,Sales Executive,Marketing,No,7,3,Active,7/30/2011,Charlie Davis,Chicago,-923,user385@example.com,80300
386,Employee_386,30,Research & Development,Healthcare Representative,Life Sciences,No,7,3,Resigned,7/31/2013,Diana Green,San Francisco,-928,user386@example.com,52677
387,Employee_387,30,Research & Development,Manufacturing Director,Medical,No,7,3,On Leave,9/28/2018,Charlie Davis,San Francisco,-927,user387@example.com,85609
388,Employee_388,30,Sales,Sales Representative,Medical,Yes,1,2,Resigned,9/14/2018,Bob Smith,Austin,-887,user388@example.com,86661
389,Employee_389,30,Research & Development,Laboratory Technician,Medical,No,12,2,Active,6/27/2017,Diana Green,New York,-923,user389@example.com,61024
390,Employee_390,31,Research & Development,Research Scientist,Life Sciences,No,5,2,Active,1/22/2016,Alice Johnson,Chicago,-923,user390@example.com,100313
391,Employee_391,31,Research & Development,Laboratory Technician,Life Sciences,No,7,2,Resigned,6/10/2016,Alice Johnson,San Francisco,-951,user391@example.com,83006
392,Employee_392,31,Research & Development,Research Scientist,Medical,No,1,3,On Leave,10/9/2019,Diana Green,San Francisco,-914,user392@example.com,45338
393,Employee_393,31,Research & Development,Manufacturing Director,Life Sciences,No,11,3,On Leave,7/14/2014,Bob Smith,New York,-917,user393@example.com,98027
394,Employee_394,31,Sales,Sales Executive,Life Sciences,Yes,7,2,On Leave,4/29/2014,Alice Johnson,New York,-907,user394@example.com,110135
395,Employee_395,31,Sales,Sales Executive,Life Sciences,Yes,2,3,On Leave,1/13/2016,Alice Johnson,Chicago,-935,user395@example.com,49508
396,Employee_396,31,Research & Development,Research Scientist,Medical,No,4,3,Resigned,10/22/2013,Charlie Davis,Austin,-880,user396@example.com,33051
397,Employee_397,31,Research & Development,Manufacturing Director,Medical,No,5,3,Resigned,10/9/2014,Charlie Davis,New York,-919,user397@example.com,78747
398,Employee_398,31,Research & Development,Research Director,Medical,No,2,3,Active,4/10/2015,Bob Smith,Austin,-925,user398@example.com,117142
399,Employee_399,31,Research & Development,Laboratory Technician,Medical,Yes,5,4,On Leave,9/12/2011,Diana Green,Chicago,-873,user399@example.com,117235
400,Employee_400,31,Research & Development,Healthcare Representative,Medical,No,9,3,On Leave,6/28/2013,Bob Smith,Austin,-918,user400@example.com,84021
401,Employee_401,31,Sales,Sales Representative,Marketing,No,2,2,On Leave,8/14/2012,Diana Green,San Francisco,-925,user401@example.com,96412
402,Employee_402,31,Sales,Sales Executive,Technical Degree,No,8,2,Resigned,4/24/2015,Alice Johnson,Austin,-870,user402@example.com,88335
403,Employee_403,31,Research & Development,Research Scientist,Technical Degree,No,5,3,On Leave,10/28/2020,Charlie Davis,Chicago,-933,user403@example.com,86179
404,Employee_404,31,Human Resources,Human Resources,Human Resources,No,2,3,Resigned,7/9/2016,Bob Smith,Chicago,-871,user404@example.com,62093
405,Employee_405,31,Research & Development,Research Scientist,Life Sciences,No,2,1,On Leave,8/26/2012,Bob Smith,Chicago,-912,user405@example.com,99678
406,Employee_406,31,Sales,Sales Executive,Marketing,No,7,3,On Leave,8/9/2013,Diana Green,Austin,-920,user406@example.com,110738
407,Employee_407,31,Research & Development,Manufacturing Director,Life Sciences,No,10,3,Active,11/9/2012,Diana Green,San Francisco,-905,user407@example.com,69734
408,Employee_408,31,Research & Development,Manufacturing Director,Medical,No,11,2,On Leave,10/9/2010,Bob Smith,New York,-917,user408@example.com,102615
409,Employee_409,31,Research & Development,Research Scientist,Life Sciences,No,2,3,On Leave,10/15/2017,Diana Green,San Francisco,-881,user409@example.com,103523
410,Employee_410,31,Research & Development,Manufacturing Director,Medical,No,13,1,Active,11/24/2012,Bob Smith,Austin,-878,user410@example.com,47019
411,Employee_411,31,Research & Development,Laboratory Technician,Life Sciences,No,4,3,Resigned,10/3/2021,Bob Smith,Austin,-895,user411@example.com,113613
412,Employee_412,31,Research & Development,Manufacturing Director,Life Sciences,No,13,4,Resigned,12/7/2016,Bob Smith,New York,-884,user412@example.com,116672
413,Employee_413,31,Research & Development,Healthcare Representative,Life Sciences,Yes,1,3,On Leave,6/25/2020,Alice Johnson,Austin,-882,user413@example.com,103847
414,Employee_414,31,Sales,Sales Executive,Life Sciences,No,6,4,Resigned,10/5/2012,Diana Green,Chicago,-928,user414@example.com,112750
415,Employee_415,31,Sales,Manager,Life Sciences,No,5,2,On Leave,5/14/2013,Charlie Davis,Chicago,-884,user415@example.com,109634
416,Employee_416,31,Sales,Sales Executive,Medical,Yes,3,1,Active,11/1/2012,Charlie Davis,Chicago,-923,user416@example.com,58251
417,Employee_417,31,Sales,Sales Executive,Medical,No,7,4,Active,7/22/2022,Diana Green,Chicago,-920,user417@example.com,55945
418,Employee_418,31,Research & Development,Research Scientist,Life Sciences,No,6,3,On Leave,10/3/2010,Bob Smith,Chicago,-927,user418@example.com,62217
419,Employee_419,31,Sales,Sales Representative,Life Sciences,No,7,4,Active,7/3/2017,Charlie Davis,Austin,-888,user419@example.com,38308
420,Employee_420,31,Sales,Sales Executive,Marketing,No,9,2,Active,4/8/2016,Charlie Davis,New York,-874,user420@example.com,35949
421,Employee_421,31,Research & Development,Healthcare Representative,Medical,No,9,1,On Leave,5/24/2013,Diana Green,New York,-877,user421@example.com,81990
422,Employee_422,31,Research & Development,Research Scientist,Medical,Yes,3,3,On Leave,5/6/2010,Charlie Davis,Chicago,-866,user422@example.com,31150
423,Employee_423,31,Research & Development,Manufacturing Director,Life Sciences,No,4,3,Active,2/17/2021,Bob Smith,Austin,-923,user423@example.com,119480
424,Employee_424,31,Sales,Sales Representative,Life Sciences,No,2,3,Resigned,10/22/2021,Diana Green,San Francisco,-866,user424@example.com,104740
425,Employee_425,31,Research & Development,Laboratory Technician,Medical,Yes,2,2,Resigned,8/4/2020,Bob Smith,San Francisco,-899,user425@example.com,96617
426,Employee_426,31,Research & Development,Healthcare Representative,Medical,No,6,2,On Leave,4/23/2013,Charlie Davis,Austin,-913,user426@example.com,46896
427,Employee_427,31,Research & Development,Healthcare Representative,Medical,No,10,3,On Leave,11/24/2018,Charlie Davis,Chicago,-954,user427@example.com,76175
428,Employee_428,31,Sales,Sales Executive,Life Sciences,No,10,2,Resigned,7/7/2012,Bob Smith,New York,-866,user428@example.com,37805
429,Employee_429,31,Sales,Sales Representative,Life Sciences,Yes,3,4,Active,9/28/2020,Alice Johnson,Austin,-881,user429@example.com,35237
430,Employee_430,31,Sales,Sales Representative,Life Sciences,Yes,1,4,Resigned,1/21/2022,Charlie Davis,San Francisco,-926,user430@example.com,50056
431,Employee_431,31,Research & Development,Manufacturing Director,Medical,Yes,10,2,Resigned,5/24/2015,Alice Johnson,San Francisco,-929,user431@example.com,75543
432,Employee_432,31,Sales,Sales Representative,Life Sciences,Yes,1,3,Resigned,8/25/2017,Charlie Davis,San Francisco,-928,user432@example.com,86556
433,Employee_433,31,Research & Development,Research Director,Life Sciences,No,3,4,Resigned,6/10/2012,Alice Johnson,Chicago,-934,user433@example.com,33343
434,Employee_434,31,Research & Development,Research Scientist,Life Sciences,Yes,1,4,On Leave,3/29/2022,Alice Johnson,San Francisco,-887,user434@example.com,43500
435,Employee_435,31,Sales,Sales Executive,Life Sciences,No,13,3,On Leave,7/27/2015,Alice Johnson,Austin,-932,user435@example.com,83222
436,Employee_436,31,Research & Development,Manufacturing Director,Life Sciences,Yes,10,3,Active,9/26/2013,Bob Smith,Austin,-941,user436@example.com,59375
437,Employee_437,31,Human Resources,Human Resources,Medical,No,3,3,Active,5/9/2010,Alice Johnson,San Francisco,-891,user437@example.com,39662
438,Employee_438,31,Research & Development,Laboratory Technician,Life Sciences,Yes,2,1,Active,10/11/2012,Alice Johnson,Austin,-881,user438@example.com,46964
439,Employee_439,31,Research & Development,Research Scientist,Life Sciences,Yes,7,1,Active,12/5/2014,Alice Johnson,San Francisco,-916,user439@example.com,89638
440,Employee_440,31,Sales,Sales Executive,Other,No,5,3,Resigned,8/18/2022,Charlie Davis,San Francisco,-951,user440@example.com,103666
441,Employee_441,31,Sales,Sales Executive,Life Sciences,No,10,3,On Leave,2/27/2014,Alice Johnson,New York,-922,user441@example.com,115067
442,Employee_442,31,Research & Development,Laboratory Technician,Life Sciences,No,5,4,On Leave,6/13/2021,Charlie Davis,Chicago,-894,user442@example.com,97215
443,Employee_443,31,Research & Development,Manufacturing Director,Technical Degree,No,5,2,Active,4/13/2013,Alice Johnson,Chicago,-943,user443@example.com,99042
444,Employee_444,31,Sales,Sales Executive,Technical Degree,No,5,3,Active,8/9/2020,Alice Johnson,New York,-934,user444@example.com,43284
445,Employee_445,31,Sales,Sales Executive,Marketing,Yes,1,3,Resigned,10/10/2016,Bob Smith,New York,-912,user445@example.com,102789
446,Employee_446,31,Sales,Sales Executive,Marketing,No,12,3,Resigned,7/18/2019,Charlie Davis,Chicago,-927,user446@example.com,114664
447,Employee_447,31,Sales,Sales Executive,Marketing,No,3,3,Active,2/1/2021,Alice Johnson,San Francisco,-934,user447@example.com,91389
448,Employee_448,31,Human Resources,Human Resources,Human Resources,Yes,1,3,On Leave,3/8/2020,Charlie Davis,San Francisco,-941,user448@example.com,39435
449,Employee_449,31,Research & Development,Laboratory Technician,Life Sciences,No,10,3,On Leave,10/30/2010,Charlie Davis,Chicago,-881,user449@example.com,84340
450,Employee_450,31,Sales,Sales Executive,Medical,No,5,3,On Leave,10/27/2020,Diana Green,San Francisco,-913,user450@example.com,74078
451,Employee_451,31,Research & Development,Laboratory Technician,Medical,No,2,2,Active,10/28/2022,Bob Smith,New York,-950,user451@example.com,108832
452,Employee_452,31,Research & Development,Research Scientist,Medical,No,4,4,On Leave,9/13/2012,Bob Smith,San Francisco,-904,user452@example.com,81293
453,Employee_453,31,Research & Development,Research Scientist,Life Sciences,No,10,3,Resigned,2/7/2015,Bob Smith,San Francisco,-898,user453@example.com,108781
454,Employee_454,31,Sales,Sales Executive,Marketing,Yes,10,3,Resigned,2/27/2022,Diana Green,Austin,-888,user454@example.com,90403
455,Employee_455,31,Research & Development,Laboratory Technician,Medical,No,1,3,Active,5/31/2018,Diana Green,Austin,-875,user455@example.com,59124
456,Employee_456,31,Research & Development,Research Director,Medical,No,11,4,Resigned,7/22/2018,Bob Smith,Austin,-934,user456@example.com,73919
457,Employee_457,31,Sales,Sales Representative,Life Sciences,No,2,3,Active,8/20/2013,Diana Green,San Francisco,-899,user457@example.com,65247
458,Employee_458,31,Research & Development,Manufacturing Director,Medical,No,9,3,On Leave,8/5/2016,Diana Green,Chicago,-917,user458@example.com,92752
459,Employee_459,31,Research & Development,Manufacturing Director,Medical,No,9,3,On Leave,1/22/2020,Diana Green,New York,-875,user459@example.com,86573
460,Employee_460,32,Research & Development,Laboratory Technician,Life Sciences,No,7,2,On Leave,1/5/2019,Bob Smith,San Francisco,-884,user460@example.com,89101
461,Employee_461,32,Research & Development,Research Scientist,Life Sciences,No,6,2,Resigned,1/16/2021,Bob Smith,Chicago,-923,user461@example.com,56646
462,Employee_462,32,Research & Development,Research Scientist,Life Sciences,Yes,10,3,Active,12/5/2011,Bob Smith,San Francisco,-866,user462@example.com,53049
463,Employee_463,32,Research & Development,Manufacturing Director,Medical,No,9,3,On Leave,7/29/2011,Diana Green,New York,-934,user463@example.com,109605
464,Employee_464,32,Research & Development,Research Scientist,Life Sciences,No,10,3,Active,11/7/2018,Bob Smith,San Francisco,-869,user464@example.com,98385
465,Employee_465,32,Sales,Sales Executive,Medical,No,11,3,On Leave,3/17/2017,Diana Green,New York,-881,user465@example.com,70158
466,Employee_466,32,Research & Development,Research Scientist,Life Sciences,No,1,3,Resigned,6/25/2020,Alice Johnson,San Francisco,-889,user466@example.com,95417
467,Employee_467,32,Research & Development,Laboratory Technician,Medical,Yes,5,4,Resigned,11/5/2018,Diana Green,New York,-945,user467@example.com,53289
468,Employee_468,32,Sales,Sales Executive,Medical,No,8,4,Active,5/4/2011,Charlie Davis,San Francisco,-867,user468@example.com,39823
469,Employee_469,32,Sales,Sales Executive,Marketing,No,9,3,Resigned,9/9/2013,Bob Smith,New York,-897,user469@example.com,90160
470,Employee_470,32,Research & Development,Research Scientist,Life Sciences,No,5,3,Resigned,1/30/2020,Bob Smith,Austin,-949,user470@example.com,71975
471,Employee_471,32,Sales,Sales Executive,Medical,Yes,14,2,Active,9/9/2018,Charlie Davis,San Francisco,-889,user471@example.com,39540
472,Employee_472,32,Sales,Sales Representative,Life Sciences,No,4,3,On Leave,7/26/2022,Diana Green,San Francisco,-877,user472@example.com,46364
473,Employee_473,32,Research & Development,Laboratory Technician,Life Sciences,Yes,3,1,Resigned,7/26/2014,Alice Johnson,Chicago,-915,user473@example.com,34611
474,Employee_474,32,Sales,Sales Executive,Marketing,No,3,3,Active,6/26/2014,Charlie Davis,Chicago,-900,user474@example.com,57663
475,Employee_475,32,Research & Development,Laboratory Technician,Life Sciences,No,5,1,Resigned,4/7/2021,Charlie Davis,New York,-898,user475@example.com,81991
476,Employee_476,32,Research & Development,Laboratory Technician,Technical Degree,No,6,3,Resigned,9/24/2019,Diana Green,San Francisco,-898,user476@example.com,87679
477,Employee_477,32,Sales,Sales Executive,Life Sciences,No,13,2,Resigned,9/27/2012,Bob Smith,New York,-926,user477@example.com,60977
478,Employee_478,32,Sales,Sales Executive,Technical Degree,No,13,3,Resigned,4/30/2012,Diana Green,Austin,-916,user478@example.com,79115
479,Employee_479,32,Research & Development,Research Scientist,Medical,No,7,2,Active,10/20/2013,Charlie Davis,Chicago,-908,user479@example.com,118223
480,Employee_480,32,Research & Development,Laboratory Technician,Medical,No,8,3,Active,3/1/2020,Charlie Davis,New York,-877,user480@example.com,90890
481,Employee_481,32,Sales,Sales Executive,Other,Yes,4,3,Active,9/29/2013,Bob Smith,New York,-932,user481@example.com,96387
482,Employee_482,32,Research & Development,Research Scientist,Life Sciences,No,6,2,Resigned,4/1/2012,Bob Smith,Chicago,-930,user482@example.com,48071
483,Employee_483,32,Sales,Sales Executive,Marketing,No,10,2,Resigned,3/31/2011,Bob Smith,San Francisco,-898,user483@example.com,89275
484,Employee_484,32,Research & Development,Research Director,Life Sciences,No,7,3,Resigned,6/13/2014,Diana Green,New York,-905,user484@example.com,102369
485,Employee_485,32,Research & Development,Laboratory Technician,Life Sciences,No,10,3,Active,8/4/2017,Bob Smith,Chicago,-939,user485@example.com,41938
486,Employee_486,32,Research & Development,Manufacturing Director,Life Sciences,No,14,3,Resigned,3/15/2020,Charlie Davis,San Francisco,-908,user486@example.com,65195
487,Employee_487,32,Sales,Sales Executive,Life Sciences,No,5,2,On Leave,8/14/2018,Charlie Davis,Austin,-909,user487@example.com,34000
488,Employee_488,32,Research & Development,Research Scientist,Medical,No,5,2,Resigned,3/13/2021,Alice Johnson,Chicago,-894,user488@example.com,100588
489,Employee_489,32,Research & Development,Laboratory Technician,Life Sciences,No,3,3,On Leave,12/31/2015,Diana Green,New York,-878,user489@example.com,68304
490,Employee_490,32,Sales,Sales Executive,Life Sciences,No,10,3,Resigned,7/5/2012,Alice Johnson,Austin,-877,user490@example.com,99449
491,Employee_491,32,Research & Development,Laboratory Technician,Life Sciences,Yes,1,1,Active,11/30/2020,Charlie Davis,San Francisco,-911,user491@example.com,112986
492,Employee_492,32,Research & Development,Laboratory Technician,Life Sciences,No,3,3,Resigned,11/15/2017,Alice Johnson,San Francisco,-867,user492@example.com,119643
493,Employee_493,32,Research & Development,Manufacturing Director,Medical,No,8,4,On Leave,12/11/2013,Charlie Davis,Chicago,-900,user493@example.com,50764
494,Employee_494,32,Research & Development,Laboratory Technician,Medical,No,8,3,On Leave,1/18/2022,Alice Johnson,Chicago,-952,user494@example.com,116027
495,Employee_495,32,Sales,Sales Representative,Life Sciences,No,1,3,Resigned,1/6/2012,Bob Smith,Chicago,-946,user495@example.com,68494
496,Employee_496,32,Research & Development,Laboratory Technician,Other,No,2,3,On Leave,10/9/2019,Alice Johnson,San Francisco,-873,user496@example.com,33373
497,Employee_497,32,Research & Development,Research Scientist,Life Sciences,No,8,3,On Leave,2/21/2019,Bob Smith,Austin,-891,user497@example.com,42161
498,Employee_498,32,Sales,Sales Executive,Medical,No,10,4,Active,4/4/2018,Bob Smith,San Francisco,-939,user498@example.com,57350
499,Employee_499,32,Research & Development,Laboratory Technician,Life Sciences,Yes,10,3,Resigned,11/29/2017,Diana Green,New York,-899,user499@example.com,55351
500,Employee_500,32,Sales,Sales Executive,Marketing,No,3,2,Resigned,8/19/2012,Bob Smith,San Francisco,-872,user500@example.com,118668
501,Employee_501,32,Sales,Sales Executive,Marketing,No,4,2,Resigned,3/9/2018,Bob Smith,New York,-933,user501@example.com,45305
502,Employee_502,32,Research & Development,Manager,Medical,No,5,4,On Leave,7/15/2020,Alice Johnson,Austin,-923,user502@example.com,105353
503,Employee_503,32,Research & Development,Research Scientist,Life Sciences,No,7,3,Resigned,10/23/2012,Charlie Davis,Chicago,-940,user503@example.com,106797
504,Employee_504,32,Research & Development,Research Scientist,Technical Degree,No,6,2,Resigned,8/1/2020,Diana Green,Chicago,-894,user504@example.com,95953
505,Employee_505,32,Research & Development,Research Scientist,Other,No,3,3,Active,11/3/2017,Bob Smith,San Francisco,-901,user505@example.com,87458
506,Employee_506,32,Research & Development,Research Scientist,Medical,No,9,2,Active,11/6/2016,Diana Green,Chicago,-954,user506@example.com,50358
507,Employee_507,32,Research & Development,Laboratory Technician,Life Sciences,Yes,1,3,Active,5/2/2015,Alice Johnson,Austin,-886,user507@example.com,33267
508,Employee_508,32,Research & Development,Research Scientist,Life Sciences,No,5,2,On Leave,3/23/2013,Bob Smith,Chicago,-901,user508@example.com,112745
509,Employee_509,32,Sales,Sales Executive,Life Sciences,Yes,0,3,Resigned,1/12/2010,Alice Johnson,San Francisco,-875,user509@example.com,119588
510,Employee_510,32,Sales,Sales Executive,Life Sciences,No,4,1,Active,1/17/2022,Diana Green,Austin,-938,user510@example.com,68513
511,Employee_511,32,Research & Development,Research Scientist,Technical Degree,No,7,3,Active,3/19/2019,Alice Johnson,New York,-889,user511@example.com,56092
512,Employee_512,32,Sales,Sales Executive,Marketing,No,0,4,Active,4/11/2018,Diana Green,San Francisco,-929,user512@example.com,41338
513,Employee_513,32,Sales,Sales Executive,Marketing,Yes,2,2,Resigned,3/26/2019,Alice Johnson,New York,-914,user513@example.com,30412
514,Employee_514,32,Research & Development,Research Scientist,Life Sciences,Yes,4,3,Resigned,10/1/2017,Diana Green,Austin,-901,user514@example.com,37543
515,Employee_515,32,Research & Development,Healthcare Representative,Medical,No,5,3,Resigned,2/12/2010,Charlie Davis,San Francisco,-947,user515@example.com,63496
516,Employee_516,32,Research & Development,Manufacturing Director,Life Sciences,No,1,3,On Leave,8/1/2012,Alice Johnson,San Francisco,-889,user516@example.com,90692
517,Employee_517,32,Research & Development,Laboratory Technician,Life Sciences,No,6,3,On Leave,7/18/2016,Alice Johnson,Austin,-888,user517@example.com,119084
518,Employee_518,32,Sales,Sales Representative,Medical,No,2,3,Active,12/20/2016,Charlie Davis,Chicago,-927,user518@example.com,74425
519,Employee_519,32,Sales,Sales Executive,Marketing,No,14,3,Resigned,8/8/2016,Charlie Davis,San Francisco,-902,user519@example.com,68756
520,Employee_520,32,Research & Development,Research Scientist,Technical Degree,No,4,3,Active,10/1/2012,Alice Johnson,San Francisco,-877,user520@example.com,48888
521,Employee_521,33,Research & Development,Research Scientist,Life Sciences,No,8,3,Resigned,1/21/2010,Charlie Davis,New York,-920,user521@example.com,65735
522,Employee_522,33,Research & Development,Laboratory Technician,Medical,No,1,3,Resigned,2/11/2011,Bob Smith,Chicago,-878,user522@example.com,77295
523,Employee_523,33,Sales,Sales Executive,Life Sciences,No,5,3,Resigned,10/11/2012,Diana Green,New York,-888,user523@example.com,113042
524,Employee_524,33,Research & Development,Research Director,Life Sciences,No,15,3,On Leave,2/18/2022,Diana Green,New York,-954,user524@example.com,115999
525,Employee_525,33,Sales,Sales Executive,Marketing,No,7,4,On Leave,1/13/2015,Diana Green,Chicago,-895,user525@example.com,47955
526,Employee_526,33,Research & Development,Research Scientist,Life Sciences,No,3,4,Resigned,9/24/2018,Bob Smith,Chicago,-882,user526@example.com,67841
527,Employee_527,33,Research & Development,Research Scientist,Medical,No,8,3,Active,12/16/2011,Charlie Davis,Austin,-927,user527@example.com,100640
528,Employee_528,33,Research & Development,Research Scientist,Medical,No,3,3,Resigned,5/9/2021,Charlie Davis,Chicago,-949,user528@example.com,95510
529,Employee_529,33,Research & Development,Laboratory Technician,Medical,Yes,5,1,Resigned,7/21/2020,Alice Johnson,San Francisco,-954,user529@example.com,64911
530,Employee_530,33,Research & Development,Laboratory Technician,Life Sciences,Yes,9,4,Active,2/6/2022,Charlie Davis,Chicago,-951,user530@example.com,89031
531,Employee_531,33,Research & Development,Research Scientist,Life Sciences,No,2,2,Resigned,5/21/2010,Alice Johnson,Austin,-878,user531@example.com,118726
532,Employee_532,33,Research & Development,Manager,Life Sciences,No,10,3,Active,7/2/2022,Bob Smith,Austin,-924,user532@example.com,37357
533,Employee_533,33,Sales,Sales Executive,Marketing,No,7,2,On Leave,8/21/2012,Diana Green,Austin,-884,user533@example.com,62479
534,Employee_534,33,Sales,Sales Representative,Marketing,Yes,1,3,On Leave,1/8/2011,Diana Green,Chicago,-914,user534@example.com,91476
535,Employee_535,33,Research & Development,Manager,Medical,Yes,7,4,Active,12/15/2019,Diana Green,Chicago,-877,user535@example.com,74811
536,Employee_536,33,Research & Development,Laboratory Technician,Medical,Yes,4,3,On Leave,12/16/2016,Charlie Davis,New York,-926,user536@example.com,66208
537,Employee_537,33,Research & Development,Research Director,Medical,No,6,3,On Leave,11/20/2019,Alice Johnson,New York,-884,user537@example.com,50150
538,Employee_538,33,Sales,Sales Executive,Marketing,No,5,3,Active,8/20/2014,Alice Johnson,San Francisco,-941,user538@example.com,101180
539,Employee_539,33,Research & Development,Healthcare Representative,Life Sciences,No,13,1,On Leave,4/16/2010,Bob Smith,New York,-874,user539@example.com,73286
